Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-01-25,Moree,20.4,34.2,0.4,4.4,11.3,SSW,44,S,SSW,33,33,55,20,1011,1008.7,6,3,22.4,32.2,No,No
2014-01-26,Moree,19.2,33.9,0,11,13,ENE,56,E,S,28,19,48,27,1017.8,1014.7,1,2,23.4,31.7,No,No
2014-01-27,Moree,16.5,33.4,0,12.8,13.2,ENE,54,E,SSE,19,17,48,23,1020.3,1016.5,0,1,22.3,31.3,No,No
2014-01-28,Moree,16.5,33.6,0,8.6,13.2,NE,43,ENE,E,19,15,46,24,1019.3,1014.6,0,1,23.3,31.5,No,No
2014-01-29,Moree,17.1,34.8,0,8.6,13.2,ESE,41,E,E,20,28,46,21,1017.4,1012.1,1,1,23.4,32.7,No,No
2014-01-30,Moree,16.5,34.6,0,9.6,13.3,NE,56,E,NNE,20,15,47,21,1017.2,1012.5,1,0,22.9,32.6,No,No
2014-01-31,Moree,17,35.1,0,15.4,11.3,ENE,48,ENE,ENE,26,11,44,23,1014.1,1009.7,4,NA,23.2,32.1,No,No
2014-02-01,Moree,18.1,36.6,0,12,13,NE,46,E,NE,26,17,NA,NA,1012.2,1008.4,0,1,23.9,34,No,No
2014-02-02,Moree,18.6,36.4,0,13.8,12.8,NE,37,N,N,19,20,NA,23,1013.2,1009.1,4,3,23.8,34,No,No
2014-02-03,Moree,18,35.6,0,11.2,13,E,39,ENE,E,17,20,47,23,1013.4,1009.4,1,1,24,32.9,No,No
2014-02-04,Moree,19.6,35.9,0,11.8,12.4,ENE,54,NE,S,24,15,54,25,1013.6,1010,3,1,23.3,32.6,No,No
2014-02-05,Moree,20,33.6,0,13.4,10.2,ENE,48,ESE,SE,19,20,44,29,1016.4,1012.5,3,7,25.2,32.2,No,No
2014-02-06,Moree,19.6,30.6,0,10.8,3.9,NNE,33,ENE,SW,20,11,48,32,1016.1,1012.3,7,7,21.5,29,No,No
2014-02-07,Moree,18.2,33.7,0,8,12.9,NNE,35,NE,ESE,22,6,58,27,1015.6,1012.2,2,3,21.9,30.8,No,No
2014-02-08,Moree,19.8,35.9,0,12,12.8,NE,39,NE,NE,31,6,57,18,1017.3,1013.2,0,1,23.4,33.5,No,No
2014-02-09,Moree,20.2,36.8,0,11.2,12.9,NE,39,NE,E,28,6,53,29,1018.3,1014.1,0,1,24.4,34.6,No,No
2014-02-10,Moree,23.6,40,0,12,10.6,SSE,83,NNE,S,19,2,60,24,1014.6,1010.7,0,2,27.4,38,No,Yes
2014-02-11,Moree,21.4,36.1,3.6,13.2,12,NE,46,NNE,N,28,11,57,21,1016.1,1011.5,4,1,23.9,33.7,Yes,No
2014-02-12,Moree,22.3,39,0,10.8,12.5,NE,52,NNE,ENE,28,6,51,22,1014.2,1010.2,1,1,25.4,35.7,No,No
2014-02-13,Moree,22.2,38,0,12.8,NA,NA,NA,NE,N,35,22,44,22,1013.1,1007.7,6,6,25.6,36.6,No,No
2014-02-14,Moree,25.4,35.5,0,NA,NA,NE,44,NNE,N,31,17,55,31,1006.1,1002.6,1,NA,26,34.2,No,No
2014-02-15,Moree,26,39.8,0,NA,NA,NW,41,N,NW,26,20,43,22,1001.3,997.9,NA,2,29.5,38,No,No
2014-02-16,Moree,27.8,39.9,0,NA,NA,WSW,83,N,NW,20,24,38,24,1001.4,998.2,NA,3,30.4,37.4,No,Yes
2014-02-17,Moree,20,32.3,5.2,44.2,8.2,SW,33,NA,WSW,0,6,93,48,1008.4,1006.3,7,4,21,30.7,Yes,No
2014-02-18,Moree,21,35.7,0,7.4,8.9,NW,61,NNE,NNW,33,17,64,36,1009.6,1005.1,5,3,26.5,34,No,Yes
2014-02-19,Moree,23,31.6,1.2,8.6,2.9,NW,61,N,NW,30,13,68,78,1006.2,1003.3,7,7,26,27.1,Yes,Yes
2014-02-20,Moree,22.3,26.2,23.8,6.4,NA,N,30,NNW,NNW,17,15,93,74,1007.9,1009.3,8,7,23.1,24.7,Yes,NA
2014-02-21,Moree,16.4,31.4,NA,NA,NA,SW,37,SW,SW,17,17,53,17,1013.6,1012.2,8,NA,20.1,29.8,NA,NA
2014-02-22,Moree,16.7,29,NA,NA,NA,NE,28,NE,NW,11,6,67,44,1014.9,1013.5,6,1,22.6,28.7,NA,No
2014-02-23,Moree,20.4,32,1,17,NA,ESE,33,ESE,ENE,20,13,55,27,1018,1014.9,4,1,24.3,30.7,No,No
2014-02-24,Moree,17,32.4,0,10.6,12.4,ENE,31,E,SSE,22,13,50,25,1018.1,1013.9,0,4,22.4,30.9,No,No
2014-02-25,Moree,19,32.5,0,8.6,12.4,NE,33,NNE,E,19,6,64,31,1016.5,1011.7,1,6,22.1,30.5,No,No
2014-02-26,Moree,20.4,30,0,9.8,5.4,NNE,44,NNE,NNW,31,9,57,34,1015.1,1012,4,7,23.4,29.7,No,No
2014-02-27,Moree,21.8,34.4,0,6.4,NA,N,33,NNE,SSE,24,11,55,31,1015,1012.5,7,6,25.6,33.4,No,No
2014-02-28,Moree,20.5,29.5,0.8,NA,NA,ENE,37,NE,NNE,9,13,77,38,1018.1,1015.5,8,7,21.3,28,No,NA
2014-03-01,Moree,20.7,31.7,NA,NA,NA,NE,37,ENE,N,9,24,64,34,1015.8,1012.4,1,8,23.2,30.2,NA,NA
2014-03-02,Moree,19.8,33.9,NA,NA,NA,NE,37,NNE,ENE,24,7,57,30,1016.1,1013.1,NA,1,23.4,32.3,NA,No
2014-03-03,Moree,21,33,0.2,32.2,7.6,SE,44,ENE,NNE,19,9,56,35,1020.3,1017.6,3,6,24.9,31.2,No,No
2014-03-04,Moree,19.6,30.2,0,10.6,8.6,ENE,39,E,NE,28,7,43,30,1023.3,1019.5,4,7,23.1,29.4,No,No
2014-03-05,Moree,20.7,32.4,0,8.6,10,NNE,33,NNE,SSW,17,7,57,29,1018.8,1014.7,4,3,22.1,30.9,No,No
2014-03-06,Moree,21.2,34.2,0,9,NA,NE,44,NNE,W,26,11,55,29,1017,1013.6,4,3,23.9,32.9,No,No
2014-03-07,Moree,20.3,32.9,0,NA,NA,SSE,46,NE,NNW,24,13,63,31,1018.4,1015.8,NA,4,23.5,31.5,No,No
2014-03-08,Moree,19.1,33.1,0,NA,NA,NE,41,NE,ESE,20,20,56,26,1020,1016,2,2,22.5,31.4,No,No
2014-03-09,Moree,17.7,32.8,0,31.4,11.3,ENE,44,E,SSE,26,17,49,23,1020.5,1015.8,1,5,22.8,31.2,No,No
2014-03-10,Moree,16.7,33.8,0,11.2,11.6,E,44,E,ENE,22,17,46,19,1020.5,1016.4,1,1,22.7,31.8,No,No
2014-03-11,Moree,17.6,33.1,0,10.8,11.5,SSE,46,E,SSE,19,15,51,24,1020.6,1016.5,1,3,23.2,30.6,No,No
2014-03-12,Moree,17.4,32.6,0,9.2,11.7,NE,31,NE,SE,15,6,56,24,1018.5,1014.7,1,3,22.2,30.9,No,No
2014-03-13,Moree,19.1,32.8,0,9.2,NA,NNE,37,NE,WNW,24,9,53,29,1017.9,1013.8,1,3,23.3,31.1,No,NA
2014-03-14,Moree,20,27.6,NA,NA,NA,ENE,35,N,NNW,17,9,55,39,1017.9,1014.4,2,2,22.4,27.3,NA,NA
2014-03-15,Moree,17.2,32.9,NA,NA,NA,NNE,35,NNE,NNE,26,17,61,25,1014.6,1009.6,NA,NA,22.1,32.2,NA,NA
2014-03-16,Moree,21.9,34.3,NA,NA,NA,WNW,80,N,NNW,31,15,49,42,1009.6,1006.6,NA,1,25.1,29.8,NA,No
2014-03-17,Moree,15.6,30.8,1,34.2,11.5,SW,37,ESE,SSW,13,20,50,21,1016.9,1014.5,0,1,21.1,30.3,No,No
2014-03-18,Moree,14.9,34.5,0,9.6,9.8,NNE,33,NE,N,17,11,57,33,1019.7,1016.6,1,5,23,33.2,No,No
2014-03-19,Moree,21,35.4,0,8.4,9.4,E,67,NE,WSW,26,7,60,33,1020.4,1016.6,1,6,26.3,34.3,No,Yes
2014-03-20,Moree,19.5,24.4,8.2,9.2,NA,E,39,E,E,13,15,61,56,1022.3,1020.7,7,7,22,23.8,Yes,Yes
2014-03-21,Moree,18.3,29.7,2,NA,NA,NNE,30,ESE,NNE,11,7,76,38,1020.1,1016.3,7,NA,21.2,28.7,Yes,No
2014-03-22,Moree,17.2,31.8,0,NA,NA,NE,37,ENE,N,20,11,67,33,1017.9,1014.7,NA,NA,22.4,30.7,No,No
2014-03-23,Moree,18.6,33.3,0,18,10.1,S,46,NE,N,24,7,65,29,1017.3,1012.5,1,5,23.1,31.9,No,Yes
2014-03-24,Moree,18.3,28.9,6.2,8.6,5.8,E,35,S,SSW,20,7,94,45,1015.2,1011.5,8,6,18.6,28.4,Yes,No
2014-03-25,Moree,17.5,25,1,5.4,0.1,ESE,39,ESE,ESE,13,28,80,82,1017.2,1016.3,7,8,19.7,20.9,No,Yes
2014-03-26,Moree,18.2,20.8,14.2,4,0,ESE,46,ESE,ESE,17,20,94,92,1018.3,1017,8,8,19.1,19.2,Yes,Yes
2014-03-27,Moree,18.9,23.3,36.6,4.8,NA,NE,35,ENE,NE,24,7,78,93,1018.4,1016.7,7,8,20.8,19.9,Yes,NA
2014-03-28,Moree,18.3,26.5,NA,NA,NA,SSE,30,E,NW,19,20,83,61,1014.8,1012.3,1,3,20.8,25.1,NA,Yes
2014-03-29,Moree,15.8,29.5,20.2,NA,NA,SW,26,ENE,WSW,11,15,90,40,1016.8,1014,NA,NA,19.6,29.1,Yes,No
2014-03-30,Moree,18.2,31.6,0,NA,NA,SSW,24,ENE,WSW,13,11,70,32,1017.7,1015.1,NA,NA,22.4,31,No,No
2014-03-31,Moree,19.1,31.2,0,18.4,10.1,NE,31,NE,NE,19,13,77,41,1019.7,1015.9,1,5,22.3,30.7,No,No
2014-04-01,Moree,18.8,30.5,0,5.2,9.8,NNE,35,NE,NNW,17,11,77,46,1019.1,1015.6,1,7,22.3,29.4,No,No
2014-04-02,Moree,20.4,31.3,0,5.6,9.4,NNE,39,NNE,NNW,24,13,69,40,1017.5,1014.2,3,4,22.8,29.9,No,No
2014-04-03,Moree,18.8,31.9,0,6,NA,NNE,33,NNE,NNW,20,6,72,38,1017.5,1014.6,0,3,23.1,31,No,NA
2014-04-04,Moree,21.2,30.7,NA,NA,NA,WSW,48,NNE,NW,26,15,66,42,1017.8,1015,3,6,23.4,29.6,NA,NA
2014-04-05,Moree,20.3,31,NA,NA,NA,W,54,NNE,NW,24,17,73,46,1018.7,1015.5,5,1,23,30.5,NA,Yes
2014-04-06,Moree,19.1,29.6,4.8,17.4,10.6,SW,41,SSE,WSW,2,24,80,25,1018.1,1015.3,1,1,23.6,28.8,Yes,No
2014-04-07,Moree,14.6,28.7,0,7,10.4,ESE,33,E,SE,19,9,52,33,1020.9,1017.1,1,3,21.9,28.1,No,No
2014-04-08,Moree,14.1,28.2,0,7.2,11,E,28,ENE,SSE,19,9,51,33,1021.5,1016.8,5,6,20.3,27.5,No,No
2014-04-09,Moree,14.4,28.5,0,6.2,10.4,NE,30,NNE,NNE,19,7,61,37,1020,1014.9,1,7,22.1,27.9,No,No
2014-04-10,Moree,17.9,27.4,0,5.6,NA,NNE,37,NNE,N,26,19,63,45,1016.7,1012.3,7,7,22.3,26.7,No,No
2014-04-11,Moree,18.6,30.2,0.4,NA,NA,W,39,NNE,W,19,20,65,40,1010.5,1005.9,1,7,22.2,28.8,No,No
2014-04-12,Moree,15.6,27,0,NA,NA,WSW,41,SSW,WSW,20,15,70,41,1012.2,1010.1,NA,NA,20.7,25.9,No,No
2014-04-13,Moree,12.5,29.5,0,NA,NA,NE,30,E,WSW,17,2,56,27,1014.6,1010.4,NA,6,21.7,29.3,No,No
2014-04-14,Moree,16.3,28.5,0,23,10.5,E,33,ESE,S,24,13,52,32,1015.4,1012,1,4,22.9,28,No,No
2014-04-15,Moree,14,26.2,0,6.4,8.6,ESE,30,E,SW,24,13,59,36,1017.8,1014.3,2,4,19.9,25.7,No,No
2014-04-16,Moree,13.9,27.4,0,4.4,10.8,SW,31,E,SW,17,20,50,27,1017.6,1014.4,1,3,21.1,26,No,No
2014-04-17,Moree,11.6,26.1,0,5.2,NA,SW,35,E,S,15,17,53,27,1018.9,1016,1,4,20.4,25.7,No,No
2014-04-18,Moree,7.8,25.9,0,NA,NA,WSW,44,SSE,SW,4,30,49,24,1018.2,1014.5,NA,NA,19,25.6,No,No
2014-04-19,Moree,9.8,26.6,0,NA,NA,WSW,35,NNE,W,9,20,45,25,1018,1014.1,NA,NA,19.3,25.9,No,No
2014-04-20,Moree,10.1,26.5,0,14.2,11,WSW,35,ENE,W,13,17,46,28,1018.3,1015.8,0,1,20.8,25.8,No,No
2014-04-21,Moree,9,27.6,0,5.2,10.9,N,20,SE,NW,9,11,44,23,1021.1,1017.1,1,2,19.1,27.2,No,No
2014-04-22,Moree,11.4,29.8,0,5,10,N,35,N,N,22,17,51,31,1020.4,1016.3,7,7,22.6,28.4,No,No
2014-04-23,Moree,15.2,30.2,0,6.2,10.4,N,39,NNE,NNW,17,19,55,24,1019.4,1014.3,1,3,21.6,29.3,No,No
2014-04-24,Moree,14.7,30.5,0,5.8,NA,NW,30,NNE,N,20,9,51,21,1016.9,1013,1,5,22.2,29.7,No,NA
2014-04-25,Moree,17.7,30,NA,NA,NA,SSE,37,E,NE,24,11,58,26,1018.4,1014.8,1,NA,21.1,29.2,NA,NA
2014-04-26,Moree,13.7,27.7,NA,NA,NA,ENE,33,NE,NNE,13,19,62,39,1018.9,1014.1,NA,NA,18.9,26.8,NA,NA
2014-04-27,Moree,17.4,20.5,NA,NA,NA,ESE,31,SE,E,11,22,86,87,1020.6,1018.4,8,8,18.4,19.3,NA,Yes
2014-04-28,Moree,13.7,26.1,4.8,18,8.2,E,30,ESE,NE,4,7,65,46,1022.6,1018.3,1,6,20.2,25.4,Yes,No
2014-04-29,Moree,12.2,26.9,0,3.8,10.3,NNE,33,NE,NNW,17,9,66,35,1019.8,1015.1,1,7,19,26.3,No,No
2014-04-30,Moree,16.4,19.5,0,5.6,0.7,NE,31,ENE,NE,13,13,76,83,1015.8,1013,7,7,17.6,18.6,No,No
2014-05-01,Moree,10.9,22.9,0.6,0.6,NA,NW,24,NA,N,0,7,99,37,1016.7,1013,8,1,14.3,22.1,No,No
2014-05-02,Moree,9.7,21.5,0,NA,NA,W,39,W,WNW,15,28,61,35,1010.1,1004.9,NA,1,16,20.6,No,No
2014-05-03,Moree,8.4,14.3,0.6,NA,NA,WNW,61,WNW,WNW,33,35,69,42,1006.3,1005.3,7,8,11.7,13.7,No,No
2014-05-04,Moree,6.3,15.9,0,11.6,4.2,WNW,37,W,WSW,24,19,66,51,1013.9,1013.6,7,6,11,15.2,No,No
2014-05-05,Moree,4.6,17.4,0,2.4,8.6,SW,46,SSW,SW,11,24,59,32,1022,1019.9,6,6,11.3,16.3,No,No
2014-05-06,Moree,1.9,18.7,0,3.6,7,SSW,35,NA,SSW,0,22,59,38,1023.5,1019.3,1,7,11.1,17.1,No,No
2014-05-07,Moree,6.4,22.8,0,3.4,9,S,26,E,SSE,13,15,59,27,1021.7,1018.5,5,4,13.1,22.6,No,No
2014-05-08,Moree,10.1,23.5,0,3.8,NA,E,26,NE,ESE,9,11,64,30,1023.5,1019.7,5,5,14.5,22.8,No,No
2014-05-09,Moree,8.9,23.7,0,NA,NA,E,33,E,ENE,22,9,50,28,1024.4,1020.9,NA,NA,16.5,22.4,No,No
2014-05-10,Moree,11.8,24.7,0,NA,NA,NE,33,ENE,N,17,15,58,32,1025.2,1021,NA,NA,16.2,23.1,No,No
2014-05-11,Moree,12.9,24.4,0,NA,NA,NE,26,NNE,NA,17,0,67,44,1024.6,1021.6,8,6,17.7,23.4,No,No
2014-05-12,Moree,10.8,26,0,15.2,10,E,31,E,SSW,22,9,58,27,1027,1023.7,2,2,18.1,25,No,No
2014-05-13,Moree,9.1,25.4,0,4.8,10.5,SSE,30,NE,SSE,7,20,55,20,1028.6,1023.7,0,1,17.3,24.7,No,No
2014-05-14,Moree,9.5,24.4,0,5.2,10.5,E,33,E,SE,20,7,50,29,1027.1,1023,0,1,18.5,24,No,No
2014-05-15,Moree,10.7,25.4,0,4.2,NA,E,30,E,ESE,17,13,51,21,1027.6,1023.7,1,1,17.6,24.6,No,No
2014-05-16,Moree,10,25.2,0,NA,NA,ESE,48,ENE,S,13,17,53,20,1029.4,1025.3,NA,NA,17.9,24.4,No,No
2014-05-17,Moree,9.6,25.1,0,NA,NA,NNE,35,ENE,NE,19,9,53,28,1030.3,1025.8,NA,1,17.7,24.7,No,No
2014-05-18,Moree,12,24,0,17,3,NNE,37,NE,NE,19,13,60,37,1029.4,1025.7,6,7,17.2,23.5,No,No
2014-05-19,Moree,13.4,24.9,0,3.6,5.5,NNE,31,ENE,E,15,13,57,31,1028.2,1023.6,7,7,18.3,23.7,No,No
2014-05-20,Moree,13.5,22,0,4,0,ENE,30,ENE,E,13,11,57,41,1025.6,1022.1,7,7,17.5,21.7,No,No
2014-05-21,Moree,9.8,26.4,0,3.2,9.9,SW,31,ENE,S,11,11,58,30,1024.2,1020.9,0,2,17.5,25.4,No,No
2014-05-22,Moree,10.8,26.2,0,3.8,NA,NNE,35,ENE,NNE,15,13,56,41,1024.7,1019.5,1,6,17.8,23.9,No,NA
2014-05-23,Moree,15,25.3,NA,NA,NA,NNW,33,NNE,NE,19,19,83,80,1021.1,1015.9,8,5,18.5,18.8,NA,NA
2014-05-24,Moree,10.2,25.6,NA,NA,NA,E,22,ENE,S,9,7,85,37,1019.4,1015.8,NA,1,16.8,25.2,NA,No
2014-05-25,Moree,10.8,27,0.8,NA,NA,NW,26,ENE,NW,9,13,70,32,1021.8,1019.2,NA,NA,17.4,26.4,No,No
2014-05-26,Moree,11.8,27.6,0,12.4,9.9,E,26,ENE,N,19,11,56,27,1024.4,1020.7,6,6,19.9,27.2,No,No
2014-05-27,Moree,14.2,25.9,0,5,9.9,N,50,N,N,28,35,64,34,1022.2,1015,6,1,19.1,25.1,No,No
2014-05-28,Moree,14.6,24.7,0.4,6.2,7.7,WSW,50,N,WSW,15,15,71,37,1018.5,1016.7,5,6,18.9,24.4,No,No
2014-05-29,Moree,8.7,25.2,0,2.8,NA,SSW,31,E,SW,9,11,59,26,1022.6,1019.5,1,NA,15.8,24.4,No,No
2014-05-30,Moree,10.4,26.3,0,NA,NA,NNE,33,E,NNE,20,6,56,45,1023.7,1020.3,NA,NA,17.8,24.7,No,No
2014-05-31,Moree,13.7,24.1,0,NA,NA,NNE,31,E,NNE,13,15,66,45,1023.9,1019.2,NA,5,16.5,22.8,No,No
2014-06-01,Moree,15.2,21.4,0,12.2,2.5,NNE,50,NNE,NNW,35,9,63,87,1019.3,1016.9,5,7,19.2,18.5,No,Yes
2014-06-02,Moree,14.9,18.6,7.2,1.6,2.8,WSW,28,NA,WSW,0,15,89,69,1019,1017.8,7,7,15.5,17.4,Yes,No
2014-06-03,Moree,5.2,19.3,0.2,1.4,9.2,WSW,28,NA,SW,0,11,96,43,1021.9,1019.6,2,1,11,18.4,No,No
2014-06-04,Moree,5.3,16.9,0,2.2,6.3,NW,17,S,N,2,9,84,50,1024.7,1023.2,3,7,9.9,16.4,No,No
2014-06-05,Moree,4,19.5,0,1,NA,SSW,20,ENE,SW,9,9,82,45,1025.4,1022.1,1,1,11.3,18.9,No,No
2014-06-06,Moree,4.9,21.5,0,NA,NA,ENE,19,E,SE,17,9,75,40,1024.3,1021,NA,NA,12.7,20.5,No,No
2014-06-07,Moree,6.9,22,0,NA,NA,SSE,28,SE,SW,2,20,78,40,1024.9,1021.6,NA,2,12.8,21.3,No,No
2014-06-08,Moree,4.7,21.3,0,NA,NA,S,30,ENE,SSW,13,20,71,36,1024.2,1021.7,NA,2,13.4,20.9,No,No
2014-06-09,Moree,5.9,21.4,0,11,9.9,SSE,35,SE,SSE,19,20,54,21,1025.2,1022.4,1,1,13.7,20.8,No,No
2014-06-10,Moree,7.3,22.7,0,4.6,10,SE,35,SE,SE,17,22,52,34,1026.3,1021.4,2,3,15.6,22.3,No,No
2014-06-11,Moree,7.1,20.8,0,5,9.8,E,31,ESE,ESE,19,15,59,34,1025.3,1020.5,1,1,13.2,20.1,No,No
2014-06-12,Moree,7.2,22,0,3.4,NA,NE,37,E,N,22,11,54,36,1022.1,1018.1,2,3,14.3,21.4,No,NA
2014-06-13,Moree,10.5,21.5,NA,NA,NA,NNE,39,NE,N,19,13,65,49,1019.5,1015.1,4,8,14.3,20.3,NA,NA
2014-06-14,Moree,13,16.7,NA,NA,NA,W,28,NW,W,9,13,97,76,1015.7,1013.6,8,7,13.2,15.8,NA,Yes
2014-06-15,Moree,6.6,13.6,15.2,8.8,3.7,SW,35,WSW,SW,13,22,99,75,1018.5,1017.8,8,6,8,13,Yes,No
2014-06-16,Moree,4.8,16,0,0.6,8.8,SW,35,SSW,SW,13,24,86,51,1024.8,1023.4,2,3,10.4,15.5,No,No
2014-06-17,Moree,3.1,17.2,0,3.2,9.9,S,44,S,SW,13,24,83,50,1027.6,1025.3,1,1,9.5,16.7,No,No
2014-06-18,Moree,2.4,21.7,0,1.8,9.8,ESE,20,E,ENE,15,7,72,34,1029,1026.1,0,1,11.5,20.9,No,No
2014-06-19,Moree,6.8,21.2,0,2.2,NA,ENE,22,ENE,NNE,11,9,75,41,1028.4,1023.7,6,7,13,20.1,No,NA
2014-06-20,Moree,12.9,23.1,NA,NA,NA,NNW,39,NNE,NNW,22,19,82,38,1022.8,1018.5,8,8,15.5,21.7,NA,NA
2014-06-21,Moree,11.6,22.1,NA,NA,NA,ENE,28,E,SW,19,7,80,46,1021.4,1018.7,8,1,13.8,21.5,NA,NA
2014-06-22,Moree,5.3,20.4,NA,NA,NA,WSW,26,NNE,WSW,6,11,87,34,1022.4,1019,NA,NA,12.3,19.6,NA,No
2014-06-23,Moree,5.3,21.4,0.4,10.2,9.2,NNW,37,ENE,NW,15,19,70,26,1019.2,1014.5,4,7,11.6,20.9,No,No
2014-06-24,Moree,7.4,15.9,0,3.4,9.5,WNW,46,WSW,W,28,28,50,32,1018.3,1016.2,4,3,11.3,15.6,No,No
2014-06-25,Moree,2.7,17.4,0,4,9.3,WSW,39,WSW,SW,7,28,64,40,1022.5,1020.9,1,1,9.4,17,No,No
2014-06-26,Moree,1.2,18.7,0,2.8,NA,SW,24,ENE,WSW,9,13,72,38,1027.5,1023.8,1,0,8.5,17.7,No,NA
2014-06-27,Moree,2.1,20.7,NA,NA,NA,ENE,28,E,NNE,15,11,71,22,1024.6,1018.6,NA,NA,9.2,20,NA,NA
2014-06-28,Moree,8.6,22.5,NA,NA,NA,NW,59,N,NW,30,20,63,65,1013.2,1007.4,3,8,15.5,15.9,NA,No
2014-06-29,Moree,5.1,15.2,0.8,10,9.6,W,44,WNW,W,24,28,57,35,1016,1013.8,1,4,9.6,14.3,No,No
2014-06-30,Moree,5.2,15.2,0,4,8.5,WSW,46,WSW,WSW,13,28,66,39,1021.6,1020.9,1,4,8.9,13.1,No,No
2014-07-01,Moree,0.2,15.4,0,2.8,9.9,SSW,41,WSW,SW,11,20,66,45,1028.7,1026.2,1,1,8.3,14.6,No,No
2014-07-02,Moree,0.4,16.3,0,2.8,9.7,SW,26,NA,SW,0,9,80,41,1028.8,1024.8,1,1,6.2,15.6,No,No
2014-07-03,Moree,2,20.6,0,2,NA,NE,22,ENE,N,11,6,62,27,1028.4,1024.1,0,0,9.8,20.4,No,No
2014-07-04,Moree,3.3,21.9,0,NA,NA,NW,31,ENE,NW,13,11,57,22,1025,1020.2,NA,NA,11.4,20.9,No,No
2014-07-05,Moree,5.3,19.9,0,NA,NA,WSW,50,NW,WSW,7,37,69,24,1019.9,1017.4,5,NA,11.4,18.8,No,No
2014-07-06,Moree,0.8,14.8,0,NA,NA,SW,41,WSW,SW,11,30,69,35,1020.4,1016.4,4,1,7.4,14,No,No
2014-07-07,Moree,2.6,15.8,0,13,9.3,SW,41,SSW,SW,17,24,56,39,1019.4,1016.5,3,1,10.8,15.2,No,No
2014-07-08,Moree,-0.8,18,0,3.2,9.9,ENE,19,NE,N,13,6,68,23,1019.4,1014.5,0,0,7.5,17,No,No
2014-07-09,Moree,1.8,22.3,0,3.2,10,NNW,44,NNE,NNW,24,26,38,10,1012.3,1006.6,0,0,10.9,21.5,No,No
2014-07-10,Moree,5.3,15,0,4.8,NA,WSW,56,W,WSW,28,37,43,31,1015.2,1015.6,1,5,9.2,13.8,No,No
2014-07-11,Moree,-1.2,15.8,0,NA,NA,SW,37,SE,SW,11,17,58,34,1023.2,1021.2,NA,NA,7.2,15.4,No,No
2014-07-12,Moree,-0.3,16.8,0,NA,NA,SW,43,ENE,SW,9,24,63,28,1024.4,1021.6,NA,NA,7.1,16.4,No,No
2014-07-13,Moree,1.4,17.1,0,9.4,9.9,SSE,35,SSW,SE,20,24,60,22,1025.9,1024.2,1,2,8.2,16.8,No,No
2014-07-14,Moree,2.7,20.2,0,3.2,8.9,E,33,ESE,SE,15,6,54,33,1029.9,1025.7,1,7,10.2,19.7,No,No
2014-07-15,Moree,10.2,21.6,0,4,4.2,NNE,37,ENE,NNE,19,22,56,33,1024.2,1019.7,6,7,13.8,19.8,No,Yes
2014-07-16,Moree,11.9,18.7,5,4.6,7.2,NNE,39,N,NW,13,17,94,54,1019.1,1017,6,3,12.6,17.8,Yes,No
2014-07-17,Moree,2.8,18.2,0,2,NA,W,39,N,W,7,26,84,30,1020.2,1016.6,1,2,8.8,17.4,No,No
2014-07-18,Moree,6.9,12.8,0,NA,NA,SW,59,SW,SW,44,35,58,40,1019.5,1019.1,NA,NA,8.6,12,No,No
2014-07-19,Moree,-0.4,15.6,0,NA,NA,SSW,46,SW,SSW,19,30,80,28,1023.8,1021.3,NA,NA,5.3,14.9,No,No
2014-07-20,Moree,0,17.1,0,NA,NA,WSW,33,SSE,WSW,6,22,65,38,1024.2,1022.2,NA,NA,7.1,16.8,No,No
2014-07-21,Moree,2.7,20.5,0,NA,9,E,30,ENE,ENE,17,7,65,40,1024.4,1020.3,NA,4,12.7,19.3,No,No
2014-07-22,Moree,4.9,20.6,0,15.8,8.5,ENE,28,ENE,NA,11,0,74,35,1023.1,1019.5,3,2,12.1,20.3,No,No
2014-07-23,Moree,5.3,20.8,0,2.8,8.3,E,28,E,NNE,19,11,59,32,1024.4,1019.5,6,7,12.5,20.8,No,No
2014-07-24,Moree,11.4,23.3,0,4,NA,NNE,46,NNE,NNE,22,24,65,35,1022.4,1018.9,7,3,14.2,22.1,No,NA
2014-07-25,Moree,12.5,24.6,NA,NA,NA,NNE,43,NNE,N,26,15,73,35,1025.5,1022,NA,NA,14.9,23.5,NA,NA
2014-07-26,Moree,14.8,23.1,NA,NA,NA,W,37,NNE,W,24,24,68,50,1025.6,1022.2,NA,1,16.2,21.7,NA,No
2014-07-27,Moree,2.5,19.7,0,12.2,10,SSW,48,NA,SW,0,20,69,26,1026.8,1023.6,0,1,11.9,19,No,No
2014-07-28,Moree,0.3,18.9,0,5.2,10.4,SW,37,NE,SW,9,17,62,30,1025.8,1021.6,1,1,9.6,18.8,No,No
2014-07-29,Moree,2.5,21,0,3.4,10.5,W,28,ENE,WSW,11,11,53,21,1024.7,1020.5,0,1,11.3,20.6,No,No
2014-07-30,Moree,3.5,22.6,0,3.6,10.4,E,28,ENE,WSW,11,13,47,18,1024.3,1020.1,0,0,11.9,22,No,No
2014-07-31,Moree,4.1,24.8,0,4,NA,N,33,NNE,NW,13,17,42,11,1021.5,1014.5,0,0,12.7,24.2,No,No
